,day,month,year,film,released,rating,review_link,film_link,numeric_rating,name,director,rating_value,released_event,url,image
238,28,Oct,2022,The Texas Chain Saw Massacre,1974,× ★★★★½,,/marvelfan69/film/the-texas-chain-saw-massacre/,9,The Texas Chain Saw Massacre,"[{'@type': 'Person', 'name': 'Tobe Hooper', 'sameAs': '/director/tobe-hooper/'}]",3.84,"[{'@type': 'PublicationEvent', 'startDate': '1974'}]",https://letterboxd.com/film/the-texas-chain-saw-massacre/,https://a.ltrbxd.com/resized/film-poster/3/1/9/8/5/31985-the-texas-chain-saw-massacre-0-230-0-345-crop.jpg?v=c63b3f1958
239,21,Oct,2022,Audition,1999,× ★★★½,,/marvelfan69/film/audition/,7,Audition,"[{'@type': 'Person', 'name': 'Takashi Miike', 'sameAs': '/director/takashi-miike/'}]",3.82,"[{'@type': 'PublicationEvent', 'startDate': '1999'}]",https://letterboxd.com/film/audition/,https://a.ltrbxd.com/resized/sm/upload/d4/v1/sb/mo/uhfPMv88ccK5EfeMCHGgz2EiSSL-0-230-0-345-crop.jpg?v=15541a80bd
240,16,Oct,2022,Police Academy,1984,× ★★★,,/marvelfan69/film/police-academy/,6,Police Academy,"[{'@type': 'Person', 'name': 'Hugh Wilson', 'sameAs': '/director/hugh-wilson/'}]",3.16,"[{'@type': 'PublicationEvent', 'startDate': '1984'}]",https://letterboxd.com/film/police-academy/,https://a.ltrbxd.com/resized/film-poster/4/7/2/5/8/47258-police-academy-0-230-0-345-crop.jpg?v=09524b8073
241,14,Oct,2022,Training Day,2001,× ★★★,,/marvelfan69/film/training-day/,6,Training Day,"[{'@type': 'Person', 'name': 'Antoine Fuqua', 'sameAs': '/director/antoine-fuqua/'}]",3.98,"[{'@type': 'PublicationEvent', 'startDate': '2001'}]",https://letterboxd.com/film/training-day/,https://a.ltrbxd.com/resized/film-poster/5/0/5/8/0/50580-training-day-0-230-0-345-crop.jpg?v=5ce5342625
242,13,Oct,2022,Inferno,1980,× ★★★,,/marvelfan69/film/inferno-1980/,6,Inferno,"[{'@type': 'Person', 'name': 'Dario Argento', 'sameAs': '/director/dario-argento/'}]",3.46,"[{'@type': 'PublicationEvent', 'startDate': '1980'}]",https://letterboxd.com/film/inferno-1980/,https://a.ltrbxd.com/resized/film-poster/4/1/5/8/8/41588-inferno-0-230-0-345-crop.jpg?v=3be1ea59fb
243,25,Sep,2022,2046,2004,× ★★★★,/marvelfan69/film/2046/,/marvelfan69/film/2046/,8,2046,"[{'@type': 'Person', 'name': 'Wong Kar-wai', 'sameAs': '/director/wong-kar-wai/'}]",4.04,"[{'@type': 'PublicationEvent', 'startDate': '2004'}]",https://letterboxd.com/film/2046/,https://a.ltrbxd.com/resized/film-poster/5/1/3/0/8/51308-2046-0-230-0-345-crop.jpg?v=52246d30bc
244,15,Sep,2022,Three Colours: Red,1994,× ★★★★½,/marvelfan69/film/three-colours-red/,/marvelfan69/film/three-colours-red/,9,Three Colours: Red,"[{'@type': 'Person', 'name': 'Krzysztof Kieślowski', 'sameAs': '/director/krzysztof-kieslowski/'}]",4.34,"[{'@type': 'PublicationEvent', 'startDate': '1994'}]",https://letterboxd.com/film/three-colours-red/,https://a.ltrbxd.com/resized/film-poster/5/1/9/4/0/51940-three-colors-red-0-230-0-345-crop.jpg?v=6347a21b2c
245,06,Sep,2022,Hancock,2008,× ★★½,,/marvelfan69/film/hancock/,5,Hancock,"[{'@type': 'Person', 'name': 'Peter Berg', 'sameAs': '/director/peter-berg/'}]",2.75,"[{'@type': 'PublicationEvent', 'startDate': '2008'}]",https://letterboxd.com/film/hancock/,https://a.ltrbxd.com/resized/sm/upload/i7/y6/qd/bi/dsCxSr4w3g2ylhlZg3v5CB5Pid7-0-230-0-345-crop.jpg?v=8b7dfc7582
246,06,Sep,2022,Minority Report,2002,× ★★★½,,/marvelfan69/film/minority-report/,7,Minority Report,"[{'@type': 'Person', 'name': 'Steven Spielberg', 'sameAs': '/director/steven-spielberg/'}]",3.75,"[{'@type': 'PublicationEvent', 'startDate': '2002'}]",https://letterboxd.com/film/minority-report/,https://a.ltrbxd.com/resized/sm/upload/1o/qh/5e/ur/dS5AHLt4DhZpisxryIxKJU6Urxb-0-230-0-345-crop.jpg?v=921863cb0d
247,04,Sep,2022,Spider-Man 2,2004,× ★★★★½,,/marvelfan69/film/spider-man-2/,9,Spider-Man 2,"[{'@type': 'Person', 'name': 'Sam Raimi', 'sameAs': '/director/sam-raimi/'}]",3.9,"[{'@type': 'PublicationEvent', 'startDate': '2004'}]",https://letterboxd.com/film/spider-man-2/,https://a.ltrbxd.com/resized/sm/upload/pq/mi/kb/ck/7JtMVM58MnzxWeyubzLpXBiVnDC-0-230-0-345-crop.jpg?v=c5f2675b28
248,28,Aug,2022,The Bad News Bears,1976,× ★★★,,/marvelfan69/film/the-bad-news-bears/,6,The Bad News Bears,"[{'@type': 'Person', 'name': 'Michael Ritchie', 'sameAs': '/director/michael-ritchie/'}]",3.64,"[{'@type': 'PublicationEvent', 'startDate': '1976'}]",https://letterboxd.com/film/the-bad-news-bears/,https://a.ltrbxd.com/resized/film-poster/3/7/3/5/5/37355-the-bad-news-bears-0-230-0-345-crop.jpg?v=c30c5e9c1d
249,28,Aug,2022,Speed,1994,× ★★★,,/marvelfan69/film/speed/,6,Speed,"[{'@type': 'Person', 'name': 'Jan de Bont', 'sameAs': '/director/jan-de-bont/'}]",3.68,"[{'@type': 'PublicationEvent', 'startDate': '1994'}]",https://letterboxd.com/film/speed/,https://a.ltrbxd.com/resized/film-poster/5/0/9/0/4/50904-speed-0-230-0-345-crop.jpg?v=08424df13d
250,24,Aug,2022,E.T. the Extra-Terrestrial,1982,× ★★★★,,/marvelfan69/film/et-the-extra-terrestrial/,8,E.T. the Extra-Terrestrial,"[{'@type': 'Person', 'name': 'Steven Spielberg', 'sameAs': '/director/steven-spielberg/'}]",3.84,"[{'@type': 'PublicationEvent', 'startDate': '1982'}]",https://letterboxd.com/film/et-the-extra-terrestrial/,https://a.ltrbxd.com/resized/film-poster/5/1/5/2/0/51520-e-t-the-extra-terrestrial-0-230-0-345-crop.jpg?v=abed7069ac
251,21,Aug,2022,Alice Doesn't Live Here Anymore,1974,× ★★★★,,/marvelfan69/film/alice-doesnt-live-here-anymore/,8,Alice Doesn't Live Here Anymore,"[{'@type': 'Person', 'name': 'Martin Scorsese', 'sameAs': '/director/martin-scorsese/'}]",3.8,"[{'@type': 'PublicationEvent', 'startDate': '1974'}]",https://letterboxd.com/film/alice-doesnt-live-here-anymore/,https://a.ltrbxd.com/resized/film-poster/4/1/7/8/9/41789-alice-doesn-t-live-here-anymore-0-230-0-345-crop.jpg?v=0fb472b004
252,08,Aug,2022,Three Colours: White,1994,× ★★★★,/marvelfan69/film/three-colours-white/,/marvelfan69/film/three-colours-white/,8,Three Colours: White,"[{'@type': 'Person', 'name': 'Krzysztof Kieślowski', 'sameAs': '/director/krzysztof-kieslowski/'}]",3.82,"[{'@type': 'PublicationEvent', 'startDate': '1994'}]",https://letterboxd.com/film/three-colours-white/,https://a.ltrbxd.com/resized/film-poster/5/1/9/4/1/51941-three-colours-white-0-230-0-345-crop.jpg?v=6dc7d13f7a
253,07,Aug,2022,The Match Factory Girl,1990,× ★★★★,,/marvelfan69/film/the-match-factory-girl/,8,The Match Factory Girl,"[{'@type': 'Person', 'name': 'Aki Kaurismäki', 'sameAs': '/director/aki-kaurismaki/'}]",3.94,"[{'@type': 'PublicationEvent', 'startDate': '1990'}]",https://letterboxd.com/film/the-match-factory-girl/,https://a.ltrbxd.com/resized/film-poster/4/7/9/4/6/47946-the-match-factory-girl-0-230-0-345-crop.jpg?v=6b04419e89
254,28,Jul,2022,Lost Highway,1997,× ★★★★½,,/marvelfan69/film/lost-highway/,9,Lost Highway,"[{'@type': 'Person', 'name': 'David Lynch', 'sameAs': '/director/david-lynch/'}]",4.05,"[{'@type': 'PublicationEvent', 'startDate': '1997'}]",https://letterboxd.com/film/lost-highway/,https://a.ltrbxd.com/resized/sm/upload/25/5e/r1/3t/z6yhgEzGUJaBBgAxoyggRzwLnVM-0-230-0-345-crop.jpg?v=49d0ffd43f
255,16,Jul,2022,Rise of the Planet of the Apes,2011,× ★★★½,,/marvelfan69/film/rise-of-the-planet-of-the-apes/,7,Rise of the Planet of the Apes,"[{'@type': 'Person', 'name': 'Rupert Wyatt', 'sameAs': '/director/rupert-wyatt/'}]",3.64,"[{'@type': 'PublicationEvent', 'startDate': '2011'}]",https://letterboxd.com/film/rise-of-the-planet-of-the-apes/,https://a.ltrbxd.com/resized/film-poster/4/9/4/8/4948-rise-of-the-planet-of-the-apes-0-230-0-345-crop.jpg?v=2185768098
256,03,Jul,2022,Tombstone,1993,× ★★★★,,/marvelfan69/film/tombstone/,8,Tombstone,"[{'@type': 'Person', 'name': 'George P. Cosmatos', 'sameAs': '/director/george-p-cosmatos/'}]",3.85,"[{'@type': 'PublicationEvent', 'startDate': '1993'}]",https://letterboxd.com/film/tombstone/,https://a.ltrbxd.com/resized/film-poster/4/4/8/3/9/44839-tombstone-0-230-0-345-crop.jpg?v=7242ef82fa
257,29,Jun,2022,Reservoir Dogs,1992,× ★★★★,,/marvelfan69/film/reservoir-dogs/,8,Reservoir Dogs,"[{'@type': 'Person', 'name': 'Quentin Tarantino', 'sameAs': '/director/quentin-tarantino/'}]",4.15,"[{'@type': 'PublicationEvent', 'startDate': '1992'}]",https://letterboxd.com/film/reservoir-dogs/,https://a.ltrbxd.com/resized/sm/upload/u0/4o/op/yx/g7spS2Y4SZoQoC6Hn7zoqEqdYqR-0-230-0-345-crop.jpg?v=6d1aaa720c
258,26,Jun,2022,Le Samouraï,1967,× ★★★★½,/marvelfan69/film/le-samourai/,/marvelfan69/film/le-samourai/,9,Le Samouraï,"[{'@type': 'Person', 'name': 'Jean-Pierre Melville', 'sameAs': '/director/jean-pierre-melville/'}]",4.24,"[{'@type': 'PublicationEvent', 'startDate': '1967'}]",https://letterboxd.com/film/le-samourai/,https://a.ltrbxd.com/resized/film-poster/4/8/8/1/7/48817-le-samourai-0-230-0-345-crop.jpg?v=11267d74cc
259,24,Jun,2022,The American Friend,1977,× ★★★½,,/marvelfan69/film/the-american-friend/,7,The American Friend,"[{'@type': 'Person', 'name': 'Wim Wenders', 'sameAs': '/director/wim-wenders/'}]",4.01,"[{'@type': 'PublicationEvent', 'startDate': '1977'}]",https://letterboxd.com/film/the-american-friend/,https://a.ltrbxd.com/resized/film-poster/4/5/4/8/7/45487-the-american-friend-0-230-0-345-crop.jpg?v=e7288ee8c6
260,21,Jun,2022,Fallen Angels,1995,× ★★★★★,,/marvelfan69/film/fallen-angels/1/,10,Fallen Angels,"[{'@type': 'Person', 'name': 'Wong Kar-wai', 'sameAs': '/director/wong-kar-wai/'}]",4.19,"[{'@type': 'PublicationEvent', 'startDate': '1995'}]",https://letterboxd.com/film/fallen-angels/,https://a.ltrbxd.com/resized/film-poster/4/5/4/8/9/45489-fallen-angels-0-230-0-345-crop.jpg?v=26d8dd7207
261,19,Jun,2022,Happy Together,1997,× ★★★★,,/marvelfan69/film/happy-together-1997/,8,Happy Together,"[{'@type': 'Person', 'name': 'Wong Kar-wai', 'sameAs': '/director/wong-kar-wai/'}]",4.22,"[{'@type': 'PublicationEvent', 'startDate': '1997'}]",https://letterboxd.com/film/happy-together-1997/,https://a.ltrbxd.com/resized/sm/upload/4w/sy/nq/o5/qrpUybe97xNRYk63TryiwbItoAV-0-230-0-345-crop.jpg?v=064ed91055
262,12,Jun,2022,Girlfriends,1978,× ★★★½,,/marvelfan69/film/girlfriends-1978/,7,Girlfriends,"[{'@type': 'Person', 'name': 'Claudia Weill', 'sameAs': '/director/claudia-weill/'}]",3.91,"[{'@type': 'PublicationEvent', 'startDate': '1978'}]",https://letterboxd.com/film/girlfriends-1978/,https://a.ltrbxd.com/resized/film-poster/8/9/1/7/4/89174-girlfriends-0-230-0-345-crop.jpg?v=4fc8c40180
263,08,Jun,2022,Secrets & Lies,1996,× ★★★★½,/marvelfan69/film/secrets-lies/,/marvelfan69/film/secrets-lies/,9,Secrets & Lies,"[{'@type': 'Person', 'name': 'Mike Leigh', 'sameAs': '/director/mike-leigh/'}]",4.24,"[{'@type': 'PublicationEvent', 'startDate': '1996'}]",https://letterboxd.com/film/secrets-lies/,https://a.ltrbxd.com/resized/sm/upload/3l/b3/f1/ix/8yRTeiJX4ckalsXO8DrTGSKoZym-0-230-0-345-crop.jpg?v=a73a93cd5d
264,05,Jun,2022,Belfast,2021,× ★★½,,/marvelfan69/film/belfast/,5,Belfast,"[{'@type': 'Person', 'name': 'Kenneth Branagh', 'sameAs': '/director/kenneth-branagh/'}]",3.49,"[{'@type': 'PublicationEvent', 'startDate': '2021'}]",https://letterboxd.com/film/belfast/,https://a.ltrbxd.com/resized/film-poster/6/9/6/6/3/0/696630-belfast-0-230-0-345-crop.jpg?v=d286601381
265,31,May,2022,King Richard,2021,× ★★½,,/marvelfan69/film/king-richard/,5,King Richard,"[{'@type': 'Person', 'name': 'Reinaldo Marcus Green', 'sameAs': '/director/reinaldo-marcus-green/'}]",3.69,"[{'@type': 'PublicationEvent', 'startDate': '2021'}]",https://letterboxd.com/film/king-richard/,https://a.ltrbxd.com/resized/film-poster/5/4/1/9/9/8/541998-king-richard-0-230-0-345-crop.jpg?v=7d41c2c664
266,29,May,2022,Happy-Go-Lucky,2008,× ★★★★½,,/marvelfan69/film/happy-go-lucky/1/,9,Happy-Go-Lucky,"[{'@type': 'Person', 'name': 'Mike Leigh', 'sameAs': '/director/mike-leigh/'}]",3.82,"[{'@type': 'PublicationEvent', 'startDate': '2008'}]",https://letterboxd.com/film/happy-go-lucky/,https://a.ltrbxd.com/resized/film-poster/4/6/1/6/6/46166-happy-go-lucky-0-230-0-345-crop.jpg?v=1ed5878cce
267,28,May,2022,Fallen Angels,1995,× ★★★★★,,/marvelfan69/film/fallen-angels/,10,Fallen Angels,"[{'@type': 'Person', 'name': 'Wong Kar-wai', 'sameAs': '/director/wong-kar-wai/'}]",4.19,"[{'@type': 'PublicationEvent', 'startDate': '1995'}]",https://letterboxd.com/film/fallen-angels/,https://a.ltrbxd.com/resized/film-poster/4/5/4/8/9/45489-fallen-angels-0-230-0-345-crop.jpg?v=26d8dd7207
268,22,May,2022,Steve Jobs,2015,× ★★★½,,/marvelfan69/film/steve-jobs/,7,Steve Jobs,"[{'@type': 'Person', 'name': 'Danny Boyle', 'sameAs': '/director/danny-boyle/'}]",3.62,"[{'@type': 'PublicationEvent', 'startDate': '2015'}]",https://letterboxd.com/film/steve-jobs/,https://a.ltrbxd.com/resized/sm/upload/ql/1g/sz/63/7SUaf2UgoY0ZRGbQtRlfDkLDBCb-0-230-0-345-crop.jpg?v=867f24dae3
269,18,May,2022,Everything Everywhere All at Once,2022,× ★★★,,/marvelfan69/film/everything-everywhere-all-at-once/,6,Everything Everywhere All at Once,"[{'@type': 'Person', 'name': 'Daniel Scheinert', 'sameAs': '/director/daniel-scheinert/'}, {'@type': 'Person', 'name': 'Daniel Kwan', 'sameAs': '/director/daniel-kwan-2/'}]",4.29,"[{'@type': 'PublicationEvent', 'startDate': '2022'}]",https://letterboxd.com/film/everything-everywhere-all-at-once/,https://a.ltrbxd.com/resized/film-poster/4/7/4/4/7/4/474474-everything-everywhere-all-at-once-0-230-0-345-crop.jpg?v=281f1a041e
270,15,May,2022,Snowpiercer,2013,× ★★★,,/marvelfan69/film/snowpiercer/,6,Snowpiercer,"[{'@type': 'Person', 'name': 'Bong Joon-ho', 'sameAs': '/director/bong-joon-ho/'}]",3.69,"[{'@type': 'PublicationEvent', 'startDate': '2013'}]",https://letterboxd.com/film/snowpiercer/,https://a.ltrbxd.com/resized/film-poster/8/8/4/8/8/88488-snowpiercer-0-230-0-345-crop.jpg?v=93b9024162
271,04,Mar,2022,The Batman,2022,× ★★★½,,/marvelfan69/film/the-batman/,7,The Batman,"[{'@type': 'Person', 'name': 'Matt Reeves', 'sameAs': '/director/matt-reeves/'}]",3.98,"[{'@type': 'PublicationEvent', 'startDate': '2022'}]",https://letterboxd.com/film/the-batman/,https://a.ltrbxd.com/resized/film-poster/3/4/8/9/1/4/348914-the-batman-0-230-0-345-crop.jpg?v=ec12a8b7ce
272,04,Feb,2022,Misery,1990,× ★★,,/marvelfan69/film/misery/,4,Misery,"[{'@type': 'Person', 'name': 'Rob Reiner', 'sameAs': '/director/rob-reiner/'}]",3.98,"[{'@type': 'PublicationEvent', 'startDate': '1990'}]",https://letterboxd.com/film/misery/,https://a.ltrbxd.com/resized/film-poster/5/0/8/4/6/50846-misery-0-230-0-345-crop.jpg?v=f079fc8138
273,28,Jan,2022,The Big Chill,1983,× ★★★,,/marvelfan69/film/the-big-chill/,6,The Big Chill,"[{'@type': 'Person', 'name': 'Lawrence Kasdan', 'sameAs': '/director/lawrence-kasdan/'}]",3.51,"[{'@type': 'PublicationEvent', 'startDate': '1983'}]",https://letterboxd.com/film/the-big-chill/,https://a.ltrbxd.com/resized/film-poster/4/4/4/7/7/44477-the-big-chill-0-230-0-345-crop.jpg?v=f998d5789f
274,14,Jan,2022,"Goodbye, Dragon Inn",2003,× ★★★½,/marvelfan69/film/goodbye-dragon-inn/,/marvelfan69/film/goodbye-dragon-inn/,7,"Goodbye, Dragon Inn","[{'@type': 'Person', 'name': 'Tsai Ming-liang', 'sameAs': '/director/tsai-ming-liang/'}]",3.98,"[{'@type': 'PublicationEvent', 'startDate': '2003'}]",https://letterboxd.com/film/goodbye-dragon-inn/,https://a.ltrbxd.com/resized/film-poster/9/4/8/4/9484-goodbye-dragon-inn-0-230-0-345-crop.jpg?v=5371fbcb8a
275,08,Jan,2022,Spider-Man: No Way Home,2021,× ★★★½,,/marvelfan69/film/spider-man-no-way-home/,7,Spider-Man: No Way Home,"[{'@type': 'Person', 'name': 'Jon Watts', 'sameAs': '/director/jon-watts/'}]",3.84,"[{'@type': 'PublicationEvent', 'startDate': '2021'}]",https://letterboxd.com/film/spider-man-no-way-home/,https://a.ltrbxd.com/resized/film-poster/5/6/0/7/8/7/560787-spider-man-no-way-home-0-230-0-345-crop.jpg?v=a336d4f40c
276,07,Jan,2022,Three Colours: Blue,1993,× ★★★★½,,/marvelfan69/film/three-colours-blue/,9,Three Colours: Blue,"[{'@type': 'Person', 'name': 'Krzysztof Kieślowski', 'sameAs': '/director/krzysztof-kieslowski/'}]",4.17,"[{'@type': 'PublicationEvent', 'startDate': '1993'}]",https://letterboxd.com/film/three-colours-blue/,https://a.ltrbxd.com/resized/film-poster/5/1/9/4/2/51942-three-colors-blue-0-230-0-345-crop.jpg?v=2f5ab6d19e
277,02,Jan,2022,Carol,2015,× ★★★★★,,/marvelfan69/film/carol-2015/1/,10,Carol,"[{'@type': 'Person', 'name': 'Todd Haynes', 'sameAs': '/director/todd-haynes/'}]",4.01,"[{'@type': 'PublicationEvent', 'startDate': '2015'}]",https://letterboxd.com/film/carol-2015/,https://a.ltrbxd.com/resized/film-poster/1/8/2/1/4/2/182142-carol-0-230-0-345-crop.jpg?v=41ac88b68e
278,30,Dec,2021,Old,2021,× ★★½,,/marvelfan69/film/old-2021/,5,Old,"[{'@type': 'Person', 'name': 'M. Night Shyamalan', 'sameAs': '/director/m-night-shyamalan/'}]",2.44,"[{'@type': 'PublicationEvent', 'startDate': '2021'}]",https://letterboxd.com/film/old-2021/,https://a.ltrbxd.com/resized/film-poster/5/5/8/0/5/4/558054-old-0-230-0-345-crop.jpg?v=99abfca3a4
279,21,Dec,2021,Be Water,2020,×,,/marvelfan69/film/be-water/,0,Be Water,"[{'@type': 'Person', 'name': 'Bao Nguyen', 'sameAs': '/director/bao-nguyen/'}]",3.52,"[{'@type': 'PublicationEvent', 'startDate': '2020'}]",https://letterboxd.com/film/be-water/,https://a.ltrbxd.com/resized/film-poster/5/7/9/2/2/3/579223-be-water-0-230-0-345-crop.jpg?v=c171bded20
280,21,Dec,2021,Edge of Tomorrow,2014,× ★★★½,,/marvelfan69/film/edge-of-tomorrow/,7,Edge of Tomorrow,"[{'@type': 'Person', 'name': 'Doug Liman', 'sameAs': '/director/doug-liman/'}]",3.76,"[{'@type': 'PublicationEvent', 'startDate': '2014'}]",https://letterboxd.com/film/edge-of-tomorrow/,https://a.ltrbxd.com/resized/film-poster/1/0/5/1/8/3/105183-edge-of-tomorrow-0-230-0-345-crop.jpg?v=114551fc99
281,21,Dec,2021,Being John Malkovich,1999,× ★★★★,,/marvelfan69/film/being-john-malkovich/,8,Being John Malkovich,"[{'@type': 'Person', 'name': 'Spike Jonze', 'sameAs': '/director/spike-jonze/'}]",4.07,"[{'@type': 'PublicationEvent', 'startDate': '1999'}]",https://letterboxd.com/film/being-john-malkovich/,https://a.ltrbxd.com/resized/film-poster/5/1/6/1/8/51618-being-john-malkovich-0-230-0-345-crop.jpg?v=aecbc04013
282,19,Dec,2021,"Right Now, Wrong Then",2015,× ★★★★,,/marvelfan69/film/right-now-wrong-then/,8,"Right Now, Wrong Then","[{'@type': 'Person', 'name': 'Hong Sang-soo', 'sameAs': '/director/hong-sang-soo/'}]",3.87,"[{'@type': 'PublicationEvent', 'startDate': '2015'}]",https://letterboxd.com/film/right-now-wrong-then/,https://a.ltrbxd.com/resized/film-poster/2/8/4/6/3/0/284630-right-now-wrong-then-0-230-0-345-crop.jpg?v=ff36ab5977
283,18,Dec,2021,Career Girls,1997,× ★★★★,,/marvelfan69/film/career-girls/,8,Career Girls,"[{'@type': 'Person', 'name': 'Mike Leigh', 'sameAs': '/director/mike-leigh/'}]",3.68,"[{'@type': 'PublicationEvent', 'startDate': '1997'}]",https://letterboxd.com/film/career-girls/,https://a.ltrbxd.com/resized/film-poster/1/6/1/4/8/16148-career-girls-0-230-0-345-crop.jpg?v=c7c0909592
284,18,Dec,2021,Ghost Dog: The Way of the Samurai,1999,× ★★★★,,/marvelfan69/film/ghost-dog-the-way-of-the-samurai/,8,Ghost Dog: The Way of the Samurai,"[{'@type': 'Person', 'name': 'Jim Jarmusch', 'sameAs': '/director/jim-jarmusch/'}]",4.02,"[{'@type': 'PublicationEvent', 'startDate': '1999'}]",https://letterboxd.com/film/ghost-dog-the-way-of-the-samurai/,https://a.ltrbxd.com/resized/film-poster/4/9/1/2/4/49124-ghost-dog-the-way-of-the-samurai-0-230-0-345-crop.jpg?v=93eee57b59
285,17,Dec,2021,Meantime,1983,× ★★★★,,/marvelfan69/film/meantime/,8,Meantime,"[{'@type': 'Person', 'name': 'Mike Leigh', 'sameAs': '/director/mike-leigh/'}]",3.8,"[{'@type': 'PublicationEvent', 'startDate': '1983'}]",https://letterboxd.com/film/meantime/,https://a.ltrbxd.com/resized/film-poster/8/2/2/7/8227-meantime-0-230-0-345-crop.jpg?v=f3f40143ac
286,16,Dec,2021,Punch-Drunk Love,2002,× ★★★½,,/marvelfan69/film/punch-drunk-love/,7,Punch-Drunk Love,"[{'@type': 'Person', 'name': 'Paul Thomas Anderson', 'sameAs': '/director/paul-thomas-anderson/'}]",3.99,"[{'@type': 'PublicationEvent', 'startDate': '2002'}]",https://letterboxd.com/film/punch-drunk-love/,https://a.ltrbxd.com/resized/film-poster/4/7/9/1/4/47914-punch-drunk-love-0-230-0-345-crop.jpg?v=032fc20313
287,14,Dec,2021,The Darjeeling Limited,2007,× ★★★★,,/marvelfan69/film/the-darjeeling-limited/,8,The Darjeeling Limited,"[{'@type': 'Person', 'name': 'Wes Anderson', 'sameAs': '/director/wes-anderson/'}]",3.82,"[{'@type': 'PublicationEvent', 'startDate': '2007'}]",https://letterboxd.com/film/the-darjeeling-limited/,https://a.ltrbxd.com/resized/film-poster/4/9/2/6/8/49268-the-darjeeling-limited-0-230-0-345-crop.jpg?v=3e69deba27
288,14,Dec,2021,Rushmore,1998,× ★★★★,,/marvelfan69/film/rushmore/,8,Rushmore,"[{'@type': 'Person', 'name': 'Wes Anderson', 'sameAs': '/director/wes-anderson/'}]",3.9,"[{'@type': 'PublicationEvent', 'startDate': '1998'}]",https://letterboxd.com/film/rushmore/,https://a.ltrbxd.com/resized/sm/upload/vx/bi/ni/1k/921qm0FJwDvi6ptaxNCp7xvqNGA-0-230-0-345-crop.jpg?v=e356b53de6
289,13,Dec,2021,Mission: Impossible,1996,× ★★★½,,/marvelfan69/film/mission-impossible/,7,Mission: Impossible,"[{'@type': 'Person', 'name': 'Brian De Palma', 'sameAs': '/director/brian-de-palma/'}]",3.6,"[{'@type': 'PublicationEvent', 'startDate': '1996'}]",https://letterboxd.com/film/mission-impossible/,https://a.ltrbxd.com/resized/film-poster/5/1/2/0/6/51206-mission-impossible-0-230-0-345-crop.jpg?v=7b7690e145
290,12,Dec,2021,Licorice Pizza,2021,× ★★★½,,/marvelfan69/film/licorice-pizza/,7,Licorice Pizza,"[{'@type': 'Person', 'name': 'Paul Thomas Anderson', 'sameAs': '/director/paul-thomas-anderson/'}]",3.58,"[{'@type': 'PublicationEvent', 'startDate': '2021'}]",https://letterboxd.com/film/licorice-pizza/,https://a.ltrbxd.com/resized/film-poster/6/4/1/0/8/6/641086-licorice-pizza-0-230-0-345-crop.jpg?v=6f08c3828c
291,08,Dec,2021,Blue Velvet,1986,× ★★★★,,/marvelfan69/film/blue-velvet/,8,Blue Velvet,"[{'@type': 'Person', 'name': 'David Lynch', 'sameAs': '/director/david-lynch/'}]",4.09,"[{'@type': 'PublicationEvent', 'startDate': '1986'}]",https://letterboxd.com/film/blue-velvet/,https://a.ltrbxd.com/resized/film-poster/5/1/3/5/9/51359-blue-velvet-0-230-0-345-crop.jpg?v=b0ee3c20f6
292,27,Nov,2021,Rear Window,1954,× ★★★★,,/marvelfan69/film/rear-window/,8,Rear Window,"[{'@type': 'Person', 'name': 'Alfred Hitchcock', 'sameAs': '/director/alfred-hitchcock/'}]",4.38,"[{'@type': 'PublicationEvent', 'startDate': '1954'}]",https://letterboxd.com/film/rear-window/,https://a.ltrbxd.com/resized/film-poster/5/1/5/5/2/51552-rear-window-0-230-0-345-crop.jpg?v=855a2e3070
293,26,Nov,2021,Love & Mercy,2014,× ★★★★,,/marvelfan69/film/love-mercy/1/,8,Love & Mercy,"[{'@type': 'Person', 'name': 'Bill Pohlad', 'sameAs': '/director/bill-pohlad/'}]",3.82,"[{'@type': 'PublicationEvent', 'startDate': '2014'}]",https://letterboxd.com/film/love-mercy/,https://a.ltrbxd.com/resized/film-poster/1/9/4/9/7/2/194972-love-mercy-0-230-0-345-crop.jpg?v=046c79c04a
294,22,Nov,2021,The Velvet Underground,2021,×,,/marvelfan69/film/the-velvet-underground-2021/,0,The Velvet Underground,"[{'@type': 'Person', 'name': 'Todd Haynes', 'sameAs': '/director/todd-haynes/'}]",3.89,"[{'@type': 'PublicationEvent', 'startDate': '2021'}]",https://letterboxd.com/film/the-velvet-underground-2021/,https://a.ltrbxd.com/resized/film-poster/4/7/2/7/9/7/472797-the-velvet-underground-0-230-0-345-crop.jpg?v=a27a70c20a
295,20,Nov,2021,Out of the Blue,1980,× ★★★★,/marvelfan69/film/out-of-the-blue/,/marvelfan69/film/out-of-the-blue/,8,Out of the Blue,"[{'@type': 'Person', 'name': 'Dennis Hopper', 'sameAs': '/director/dennis-hopper/'}]",3.98,"[{'@type': 'PublicationEvent', 'startDate': '1980'}]",https://letterboxd.com/film/out-of-the-blue/,https://a.ltrbxd.com/resized/sm/upload/mg/ix/l8/kc/qo823rjpCkMrJ6V30RNM2Wbr5Pr-0-230-0-345-crop.jpg?v=546ce7f32d
