,image,@type,director,dateModified,productionCompany,releasedEvent,@context,url,actors,dateCreated,name,genre,@id,countryOfOrigin
0,https://a.ltrbxd.com/resized/film-poster/2/7/9/2/2/0/279220-this-is-the-last-dam-run-of-likker-i-ll-ever-make-0-230-0-345-crop.jpg?v=33e8714c04,Movie,"[{'@type': 'Person', 'name': 'Neal Hutcheson', 'sameAs': '/director/neal-hutcheson/'}]",2023-07-09,"[{'@type': 'Organization', 'name': 'Sucker Punch Pictures', 'sameAs': '/studio/sucker-punch-pictures/'}]","[{'@type': 'PublicationEvent', 'startDate': '2002'}]",http://schema.org,https://letterboxd.com/film/this-is-the-last-dam-run-of-likker-ill-ever-make/,"[{'@type': 'Person', 'name': 'Popcorn Sutton', 'sameAs': '/actor/popcorn-sutton/'}, {'@type': 'Person', 'name': 'J.B. Rader', 'sameAs': '/actor/jb-rader/'}, {'@type': 'Person', 'name': 'Bill Milsaps', 'sameAs': '/actor/bill-milsaps/'}, {'@type': 'Person', 'name': 'Abigail Moore', 'sameAs': '/actor/abigail-moore-1/'}, {'@type': 'Person', 'name': 'Cookie Woods', 'sameAs': '/actor/cookie-woods/'}, {'@type': 'Person', 'name': 'Gene Morefield', 'sameAs': '/actor/gene-morefield/'}, {'@type': 'Person', 'name': 'Floyd Sutton', 'sameAs': '/actor/floyd-sutton/'}]",2015-07-16,This Is the Last Dam Run of Likker I'll Ever Make,['Documentary'],https://letterboxd.com/film/this-is-the-last-dam-run-of-likker-ill-ever-make/,"[{'@type': 'Country', 'name': 'USA'}]"
